Index,Name,Sport,Position,Height,Weight,Academic Year,Previous School,Year,Hometown,High School
15.0,Chad Kanoff,Football,QB,,,So.,,2014,"Pacific Palisades, Calif.",
16.0,Markus Phox,Football,DB,,,So.,,2014,"Wichita, Kan.",
17.0,Samuel Huffman,Football,DB,,,So.,,2014,"Lima, Ohio",
18.0,Connor Michelsen,Football,QB,,,Sr.,,2014,"Plano, Texas",
19.0,Jack Verducci,Football,TE,,,Sr.,,2014,"Iowa City, Iowa",
20.0,Isaiah Barnes,Football,WR,,,Jr.,,2014,"Freeport, N.Y.",
21.0,Matt Costello,Football,WR,,,Sr.,,2014,"Everett, Mass.",
22.0,Travis McHugh,Football,WR,,,Jr.,,2014,"Woodside, Calif.",
23.0,James Gales,Football,DB,,,So.,,2014,"New York, N.Y.",
24.0,Adam Hoffman,Football,DB,,,Fr.,,2014,"Apple Valley, Minn.",
25.0,Connor Kelley,Football,WR,,,Sr.,,2014,"Batesville, Ind.",
26.0,Jimmy von Thron,Football,DB,,,Sr.,,2014,"Jacksonville, Fla.",
27.0,AJ Glass,Football,RB,,,So.,,2014,"Lake Oswego, Ore.",
28.0,Quincy Wolff,Football,LB,,,Fr.,,2014,"Atlanta, Ga.",
29.0,Chance Melancon,Football,DB,,,Fr.,,2014,"Allen, Texas",
30.0,Dré Nelson,Football,RB,,,Jr.,,2014,"Stone Mountain, Ga.",
31.0,John Hill,Football,DB,,,Jr.,,2014,"Warren, Mich",
,,Football,,,,,,2014,,
32.0,Chris Smith,Football,DB,,,Jr.,,2014,"Pittsburg, Kan.",
33.0,Durelle Napier,Football,DB,,,So.,,2014,"Central Islip, N.Y.",
34.0,DiAndre Atwater,Football,RB,,,Jr.,,2014,"Duluth, Ga.",
35.0,Hayden Murphy,Football,RB,,,Fr.,,2014,"Centerville, Mass.",
36.0,John Clarke,Football,WR,,,Fr.,,2014,"Houston, Texas",
37.0,Connor Grogan,Football,WR,,,So.,,2014,"Manasquan, N.J.",
38.0,Jakobi Johnson,Football,CB,,,Sr.,,2014,"Aurora, Ill.",
39.0,Wes Moon,Football,LB,,,Jr.,,2014,"Superior, Colo.",
40.0,Jonathan Esposito,Football,FB,,,Sr.,,2014,"West Hartford, Conn.",
41.0,Andrew Frisby,Football,DB,,,Jr.,,2014,"Tucson, Az.",
42.0,Luke Catarius,Football,LB,,,So.,,2014,"Sandwich, Mass.",
43.0,Mike Zeuli,Football,LB,,,Sr.,,2014,"Marlton, N.J.",
44.0,Will Powers,Football,TB,,,Sr.,,2014,"Jupiter, Fla.",
45.0,Joe Rhattigan,Football,RB,,,So.,,2014,"Naperville, Ill.",
46.0,Trevor Osborne,Football,WR,,,So.,,2014,"Peoria, Az.",
47.0,Joe Bonura,Football,FB,,,Sr.,,2014,"Winter Springs, Fla.",
48.0,Alex Ford,Football,DB,,,So.,,2014,"La Canada Flintridge, Calif.",
49.0,Joe Percival,Football,LB,,,Fr.,,2014,"Melville, N.Y.",
50.0,Scott Northcutt,Football,LB,,,So.,,2014,"Plantation, Fla.",
51.0,Evan Kappatos,Football,DL,,,Jr.,,2014,"Syosset, N.Y.",
52.0,Mark Fossati,Football,LB,,,Fr.,,2014,"Upper Saddle River, N.J.",
53.0,Ty Desiré,Football,DL,,,So.,,2014,"Uniondale, N.Y.",
54.0,Ray Han,Football,LB,,,Jr.,,2014,"Katy, Texas",
55.0,Mitchell Dunay,Football,FB,,,Fr.,,2014,"Cicero, N.Y.",
56.0,Luke Petruzzi,Football,TE,,,Fr.,,2014,"Gilbert, Az.",
,,Football,,,,,,2014,,
57.0,Garrit Leicht,Football,LB,,,Sr.,,2014,"Louisville, Ky.",
58.0,Deion King,Football,LB,,,Fr.,,2014,"Buford, Ga.",
59.0,Brendan Sofen,Football,K,,,Sr.,,2014,"Manhattan Beach, Calif.",
60.0,Brannon Jones,Football,DL,,,So.,,2014,"Greenwood Village, Colo.",
61.0,Thomas Martello,Football,LB,,,Fr.,,2014,"Rumson, N.J.",
62.0,Jack Woodall,Football,OL,,,Jr.,,2014,"Cincinnati, Ohio",
63.0,Baxter Ingram,Football,LB,,,So.,,2014,"Lebanon, Tenn.",
64.0,Pat Hall,Football,LS,,,So.,,2014,"Pittsburgh, Pa.",
65.0,Joe Tull,Football,OL,,,Sr.,,2014,"Cincinnati, Ohio",
66.0,Rohan Hylton,Football,LB,,,So.,,2014,"Orlando, Fla.",
67.0,RJ Paige,Football,LB,,,So.,,2014,"West Hartford, Conn.",
68.0,Marcus Stroud,Football,LB,,,Jr.,,2014,"Prosper, Texas",
69.0,Matthew Skowron,Football,LB,,,So.,,2014,"Cary, N.C.",
70.0,Nico Bayless,Football,LB,,,Fr.,,2014,"Glendale, Az.",
71.0,Mike Perloski,Football,LB,,,Fr.,,2014,"Harrisburg, Pa.",
72.0,Steven Fletcher,Football,OL,,,Fr.,,2014,"Old Brookville, N.Y.",
73.0,Max Wardaki,Football,OL,,,Sr.,,2014,"Stamford, Conn.",
74.0,John Hummel,Football,DL,,,So.,,2014,"Ofallon, Mo.",
75.0,Tom Yetter,Football,OL,,,Sr.,,2014,"Klein, Texas",
76.0,Richard Bush,Football,OL,,,Fr.,,2014,"Tampa, Fla.",
77.0,Ryan Peloquin,Football,OL,,,Sr.,,2014,"Bristol, Conn.",
78.0,Henry Schlossberg,Football,DL,,,So.,,2014,"Los Angeles, Calif.",
79.0,David Hartmeier,Football,OL,,,Fr.,,2014,"Los Angeles, Calif.",
80.0,Hunter Hill,Football,DL,,,So.,,2014,"Roswell, Ga.",
81.0,Ian McGeary,Football,DL,,,Jr.,,2014,"North Brunswick, N.J.",
,,Football,,,,,,2014,,
82.0,Erik Ramirez,Football,OL,,,Fr.,,2014,"York, Pa.",
83.0,Mike Ramos,Football,OL,,,Sr.,,2014,"Cleveland, Ohio",
84.0,Alex Dixon,Football,OL,,,Jr.,,2014,"Alpharetta, Ga.",
85.0,Mitchell Sweigart,Football,OL,,,Fr.,,2014,"Washington Boro, Pa.",
86.0,Caleb Slate,Football,OL,,,Jr.,,2014,"Middleburg, Fla.",
87.0,Jack Knight,Football,OL,,,So.,,2014,"Charlotte, N.C.",
88.0,Taylor Pearson,Football,OL,,,Sr.,,2014,"Allen, Texas",
89.0,Spenser Huston,Football,OL,,,Sr.,,2014,"Summit, N.J.",
90.0,Mason Darrow,Football,OL,,,So.,,2014,"Lake Barrington, Ill.",
91.0,Zach Kuehm,Football,DL,,,Fr.,,2014,"Mountain Lakes, N.J.",
92.0,Alex Powell,Football,OL,,,Sr.,,2014,"Tulsa, Okla.",
93.0,Britt Colcolough,Football,OL,,,Jr.,,2014,"Memphis, Tenn.",
94.0,Robby Templeton,Football,WR,,,Sr.,,2014,"Sacramento, Calif.",
95.0,Spencer Long,Football,DB,,,Fr.,,2014,"Fort Collins, Colo.",
96.0,Lawrence Wilson,Football,WR,,,So.,,2014,"Portland, Ore.",
97.0,Spencer Cotten,Football,WR,,,Fr.,,2014,"Winnetka, Ill.",
98.0,Dylan Jeffay,Football,WR,,,Sr.,,2014,"Atlanta, Ga.",
99.0,Dylan White,Football,TE,,,Jr.,,2014,"Pittsburgh, Pa.",
100.0,Evan Perkins,Football,WR,,,So.,,2014,"Menlo Park, Calif.",
101.0,Seth DeValve,Football,WR,,,Sr.,,2014,"Manchester, Conn.",
102.0,Scott Carpenter,Football,TE,,,So.,,2014,"Vienna, Va.",
103.0,James Frusciante,Football,WR,,,So.,,2014,"Westport, Conn.",
104.0,Kurt Holuba,Football,DL,,,Fr.,,2014,"Ho-Ho-Kus, N.J.",
105.0,Logan Dziak,Football,DL,,,Fr.,,2014,"Powell, Ohio",
106.0,Luke Merrell,Football,LB,,,Sr.,,2014,"Canton, Ohio",
,,Football,,,,,,2014,,
107.0,Julian Perez,Football,DL,,,Fr.,,2014,"Lauderhill, Fla.",
108.0,Birk Olson,Football,LB,,,So.,,2014,"Monticello, Minn.",
109.0,Victor Prato,Football,DL,,,Sr.,,2014,"Lincolndale, N.Y.",
110.0,Khalil Bryant,Football,DL,,,Fr.,,2014,"Fleming Island, Fla.",
111.0,Dan Dreher,Football,DL,,,Jr.,,2014,"Westlake, Ohio",
112.0,Dave Pennoni,Football,DL,,,Sr.,,2014,"Havertown, Pa.",
113.0,Grayson Fisher,Football,DL,,,Jr.,,2014,"Upper Arlington, Ohio",
0.0,Reinaldo Maristany,Football,WR,5' 10'',160.0,So.,,2015,"New Rochelle, N.Y. ", Loomis-Chaffee
1.0,Anthony Gaffney,Football,DB,6' 1'',210.0,Sr.,,2015,"Columbus, N.J. ", Taft School
2.0,Jacob Lewis,Football,QB,6' 2'',215.0,So.,,2015,"Edmond, Okla. ", Bishop McGuinness
3.0,Dorian Williams,Football,DB,6' 0'',205.0,Jr.,,2015,"Streetsboro, Ohio ", Streetsboro
4.0,Jesper Horsted,Football,WR,6' 4'',200.0,Fr.,,2015,"Shoreview, Minn. ", Roseville Area
5.0,Tyler Roth,Football,DB/P,6' 1'',190.0,Jr.,,2015,"Pittsburgh, Pa. ", Mount Lebanon
6.0,Joe Salter,Football,QB,6' 0'',210.0,So.,,2015,"West Caldwell, N.J. ", West Caldwell
,,Football,,,,,,2015,,
7.0,AJ Glass,Football,RB,6' 0'',200.0,Jr.,,2015,"Lake Oswego, Ore. ", Jesuit
8.0,Matt Arends,Football,LB,6' 1'',220.0,Sr.,,2015,"Prior Lake, Minn. ", Prior Lake
9.0,Garrett Gosse,Football,QB,6' 4'',210.0,Sr.,,2015,"Las Vegas, Nev. ", The Meadows School
10.0,Nolan Bieck,Football,PK,6' 1'',190.0,Sr.,,2015,"Fort Lauderdale, Fla. ", St. Thomas Aquinas
11.0,Max Lescano,Football,DB,5' 10'',195.0,Sr.,,2015,"Fort Lauderdale, Fla. ", St. Thomas Aquinas
12.0,Nick Peabody,Football,QB,6' 3'',225.0,So.,,2015,"West Yarmouth, Mass. ", Barnstable
13.0,Khamal Brown,Football,DB,6' 1'',185.0,Sr.,,2015,"Atlanta, Ga. ", The Westminster School
14.0,Chad Kanoff,Football,QB,6' 4'',225.0,Jr.,,2015,"Pacific Palisades, Calif. ", Harvard Westlake
15.0,Markus Phox,Football,DB,6' 0'',200.0,Jr.,,2015,"Wichita, Kan. ", Wichita Collegiate
16.0,Samuel Huffman,Football,DB,6' 2'',190.0,Jr.,,2015,"Lima, Ohio ", Lima Central Catholic
17.0,John Lovett,Football,QB,6' 3'',225.0,So.,,2015,"Wantagh, N.Y. ", DeMatha Catholic
18.0,Connor Grogan,Football,WR,5' 9'',175.0,Jr.,,2015,"Manasquan, N.J. ", Manasquan
19.0,Isaiah Barnes,Football,WR,6' 4'',220.0,Sr.,,2015,"Freeport, N.Y. ", Freeport
20.0,Steven Mejia,Football,P/K,5' 10'',175.0,Fr.,,2015,"Doral, Fla. ", Ronald Reagan Doral
21.0,Kedric Bostic,Football,QB,6' 3'',220.0,Sr.,,2015,"Jupiter, Fla. ", Jupiter Christian
22.0,Brett Stewart,Football,DB,5' 11'',195.0,Fr.,,2015,"Garden City, N.Y. ", Garden City
23.0,Travis McHugh,Football,WR,6' 3'',240.0,Sr.,,2015,"Woodside, Calif. ", Bellarmine College Prep
24.0,Eli Stern,Football,DB,6' 1'',195.0,Fr.,,2015,"Los Angeles, Calif. ", Brentwood School
25.0,Jordan Argue,Football,WR,6' 3'',190.0,Fr.,,2015,"Hartland, Wis. ", Arrowhead
26.0,James Gales,Football,DB,5' 10'',190.0,Jr.,,2015,"New York, N.Y. ", Brooklyn Technical
27.0,Adam Hoffman,Football,DB,6' 0'',195.0,So.,,2015,"Apple Valley, Minn. ", Academy of Holy Angels
28.0,Anthony Siragusa,Football,WR,6' 1'',205.0,Fr.,,2015,"Chagrin Falls, Ohio ", Walsh Jesuit
29.0,Mike Wagner,Football,LB,6' 2'',225.0,Fr.,,2015,"Victor, N.Y. ", Victor
30.0,Charlie Volker,Football,RB,5' 11'',205.0,Fr.,,2015,"Fair Haven, N.J. ", Rumson-Fair Haven
31.0,Quincy Wolff,Football,LB,5' 11'',210.0,So.,,2015,"Atlanta, Ga. ", Woodward Academy
,,Football,,,,,,2015,,
32.0,Chance Melancon,Football,DB,5' 8'',185.0,So.,,2015,"Allen, Texas ", Allen
33.0,Dré Nelson,Football,RB,5' 5'',180.0,Sr.,,2015,"Stone Mountain, Ga. ", Greater Atlanta Christian
34.0,John Hill,Football,DB,5' 9'',190.0,Sr.,,2015,"Warren, Mich ", Detroit Country Day
35.0,Chris Smith,Football,DB,5' 11'',185.0,Sr.,,2015,"Pittsburg, Kan. ", St. Mary's-Colgan
36.0,Durelle Napier,Football,DB,6' 0'',210.0,Jr.,,2015,"Central Islip, N.Y. ", Loomis-Chaffee
37.0,DiAndre Atwater,Football,RB,5' 9'',210.0,Sr.,,2015,"Duluth, Ga. ", Peachtree Ridge
38.0,Ben Ellis,Football,DB,6' 0'',195.0,Fr.,,2015,"Memphis, Tenn. ", Briarcrest Christian School
39.0,Hayden Murphy,Football,RB,6' 2'',225.0,So.,,2015,"Centerville, Mass. ", Barnstable
40.0,John Clarke,Football,WR,6' 1'',200.0,So.,,2015,"Houston, Texas ", Houston Christian
41.0,TC Schneider,Football,DB,5' 9'',175.0,Fr.,,2015,"The Woodlands, Texas ", The Woodlands
42.0,Edward Rudinski,Football,LB,6' 2'',225.0,Fr.,,2015,"Santa Monica, Calif. ", Oaks Christian
43.0,Jake McFadden,Football,LB,6' 1'',205.0,Fr.,,2015,"London, Ky. ", North Laurel
44.0,Andrew Frisby,Football,DB,6' 1'',195.0,Sr.,,2015,"Tucson, Az. ", Sabino
45.0,Spencer Long,Football,DB,6' 0'',200.0,So.,,2015,"Fort Collins, Colo. ", Poudre
46.0,Luke Catarius,Football,LB,6' 0'',220.0,Jr.,,2015,"Sandwich, Mass. ", Boston College Prep
47.0,Tom Johnson,Football,LB,6' 0'',205.0,Fr.,,2015,"Moorestown, N.J. ", St. Joseph's Prep
48.0,Dominique Summerville,Football,RB,5' 6'',145.0,Fr.,,2015,"Charlotte, N.C. ", Myers Park
49.0,Nick Fekula,Football,DB,6' 1'',235.0,Jr.,,2015,"Monongahela, Pa. ", Elizabeth Forward
50.0,Joe Rhattigan,Football,RB,6' 0'',205.0,Jr.,,2015,"Naperville, Ill. ", Neuqua
51.0,Ben Novello,Football,DB,6' 0'',165.0,Fr.,,2015,"Tampa, Fla. ", Berkeley Prep
52.0,Trevor Osborne,Football,WR,6' 2'',215.0,Jr.,,2015,"Peoria, Az. ", Northwest Christian
53.0,Alex Ford,Football,DB,5' 10'',180.0,Jr.,,2015,"La Canada Flintridge, Calif. ", Loyola
54.0,Joe Percival,Football,LB,6' 1'',215.0,So.,,2015,"Melville, N.Y. ", Saint Anthony's
55.0,Cody Smith,Football,RB,6' 0'',240.0,Fr.,,2015,"Lincoln University, Pa. ", Bishop Shanahan
56.0,Scott Northcutt,Football,LB,6' 0'',225.0,Jr.,,2015,"Plantation, Fla. ", St. Thomas Aquinas
,,Football,,,,,,2015,,
57.0,Evan Kappatos,Football,DL,5' 11'',275.0,Sr.,,2015,"Syosset, N.Y. ", Syosset
58.0,Mark Fossati,Football,LB,5' 10'',210.0,So.,,2015,"Upper Saddle River, N.J. ", St. Joseph's
59.0,Luke Petruzzi,Football,TE,6' 3'',240.0,So.,,2015,"Gilbert, Az. ", Williams Field
60.0,Mitchell Dunay,Football,FB,6' 0'',260.0,So.,,2015,"Cicero, N.Y. ", Cicero-North Syracuse
61.0,Jackson Simcox,Football,LB,5' 11'',215.0,Fr.,,2015,"Westfield, N.J. ", Westfield
62.0,Teddy Graves,Football,DB,6' 0'',225.0,Jr.,,2015,"Chappaqua, N.Y. ", Horace Greeley
63.0,Deion King,Football,LB,6' 1'',230.0,So.,,2015,"Buford, Ga. ", Buford
64.0,Hashim Moore,Football,TE,6' 5'',240.0,Jr.,,2015,"Fort Lauderdale, Fla. ", Hun School (N.J.)
65.0,Brannon Jones,Football,DL,6' 3'',250.0,Jr.,,2015,"Greenwood Village, Colo. ", Kent Denver School
66.0,Thomas Martello,Football,LB,6' 0'',225.0,So.,,2015,"Rumson, N.J. ", Rumson Fair Haven
67.0,Jack Woodall,Football,OL,6' 3'',270.0,Sr.,,2015,"Cincinnati, Ohio ", St. Xavier
68.0,Ray Han,Football,LB,5' 11'',205.0,Sr.,,2015,"Katy, Texas ", Cinco Ranch
69.0,Pat Hall,Football,LS,6' 0'',220.0,Jr.,,2015,"Pittsburgh, Pa. ", Thomas Jefferson
70.0,Jack Corso,Football,OL,6' 3'',265.0,Fr.,,2015,"Leesburg, Va. ", Tuscarora
71.0,Rohan Hylton,Football,LB,5' 11'',220.0,Jr.,,2015,"Orlando, Fla. ", Ocoee
72.0,RJ Paige,Football,LB,6' 1'',235.0,Jr.,,2015,"West Hartford, Conn. ", Loomis-Chaffee
73.0,Dan Petticord,Football,OL,6' 2'',260.0,Fr.,,2015,"Lakewood, Ohio ", St. Edward
74.0,Marcus Stroud,Football,LB,6' 1'',225.0,Sr.,,2015,"Prosper, Texas ", Prosper
75.0,Matthew Skowron,Football,LB,6' 3'',240.0,Jr.,,2015,"Cary, N.C. ", Cardinal Gibbons
76.0,Nico Bayless,Football,LB,6' 1'',205.0,So.,,2015,"Glendale, Az. ", Apollo
77.0,Mike Perloski,Football,LB,6' 0'',230.0,So.,,2015,"Harrisburg, Pa. ", Bishop McDevitt
78.0,Steven Fletcher,Football,OL,6' 3'',260.0,So.,,2015,"Old Brookville, N.Y. ", St. Anthony's
79.0,George Attea,Football,OL,6' 4'',270.0,Fr.,,2015,"East Amherst, N.Y. ", Williamsville North
80.0,Bradley Bourque,Football,OL,6' 2'',255.0,Fr.,,2015,"Neptune Beach, Fla. ", Duncan U. Fletcher
81.0,Tom Yetter,Football,OL,6' 3'',285.0,Sr.,,2015,"Klein, Texas ", Klein
,,Football,,,,,,2015,,
82.0,Richard Bush,Football,OL,6' 2'',260.0,So.,,2015,"Tampa, Fla. ", Plant
83.0,Erik Ramirez,Football,OL,6' 2'',275.0,So.,,2015,"York, Pa. ", Central York
84.0,Maxwell McPherson,Football,OL,6' 6'',280.0,Fr.,,2015,"Las Vegas, Nev. ", Faith Lutheran
85.0,Henry Schlossberg,Football,DL,6' 4'',280.0,Jr.,,2015,"Los Angeles, Calif. ", Harvard Westlake
86.0,David Hartmeier,Football,OL,6' 4'',280.0,So.,,2015,"Los Angeles, Calif. ", Harvard Westlake
87.0,Hunter Hill,Football,DL,6' 4'',285.0,Jr.,,2015,"Roswell, Ga. ", Roswell
88.0,Ian McGeary,Football,DL,6' 2'',275.0,Sr.,,2015,"North Brunswick, N.J. ", North Brunswick
89.0,Christopher Ryan,Football,OL,6' 6'',250.0,Fr.,,2015,"Lombard, Ill. ", Glenbard East
90.0,Alex Dixon,Football,OL,6' 4'',270.0,Sr.,,2015,"Alpharetta, Ga. ", Mount Pisgah Christian
91.0,Mitchell Sweigart,Football,OL,6' 5'',265.0,So.,,2015,"Washington Boro, Pa. ", Penn Manor
92.0,Caleb Slate,Football,OL,6' 3'',300.0,Sr.,,2015,"Middleburg, Fla. ", Clay
93.0,Jack Knight,Football,OL,6' 5'',315.0,Jr.,,2015,"Charlotte, N.C. ", Myers Park
94.0,Stefan Ivanisevic,Football,OL,6' 5'',275.0,Fr.,,2015,"Hinsdale, Ill. ", Hinsdale Central
95.0,Spenser Huston,Football,OL,6' 4'',255.0,Sr.,,2015,"Summit, N.J. ", Delbarton
96.0,Mason Darrow,Football,OL,6' 5'',285.0,Jr.,,2015,"Lake Barrington, Ill. ", Barrington
97.0,Zach Kuehm,Football,OL,6' 6'',310.0,So.,,2015,"Mountain Lakes, N.J. ", Mountain Lakes
98.0,Jake Strain,Football,DL,6' 2'',240.0,Fr.,,2015,"Springfield, Pa. ", St. Joseph's Prep
99.0,Britt Colcolough,Football,OL,6' 4'',295.0,Sr.,,2015,"Memphis, Tenn. ", Memphis University School
100.0,Graham Adomitis,Football,TE,6' 4'',230.0,Fr.,,2015,"Pittsburgh, Pa. ", Pittsburgh Central Catholic
101.0,Alex Parkinson,Football,WR,6' 5'',220.0,Fr.,,2015,"Mamaroneck, N.Y. ", Mamaroneck
102.0,Alex Walter,Football,TE,6' 4'',245.0,Sr.,,2015,"Haddonfield, N.J. ", Haddonfield
103.0,Lawrence Wilson,Football,WR,6' 3'',220.0,Jr.,,2015,"Portland, Ore. ", Central Catholic
104.0,Spencer Cotten,Football,WR,6' 4'',210.0,So.,,2015,"Winnetka, Ill. ", New Trier
105.0,Stephen Carlson,Football,WR,6' 4'',205.0,Fr.,,2015,"Jamestown, N.Y. ", Jamestown
106.0,Dylan White,Football,TE,6' 6'',230.0,Sr.,,2015,"Pittsburgh, Pa. ", Mount Lebanon
,,Football,,,,,,2015,,
107.0,Evan Perkins,Football,WR,6' 0'',185.0,Jr.,,2015,"Menlo Park, Calif. ", Menlo-Atherton
108.0,Seth DeValve,Football,WR,6' 4'',245.0,Sr.,,2015,"Manchester, Conn. ", Manchester
109.0,Scott Carpenter,Football,TE,6' 2'',220.0,Jr.,,2015,"Vienna, Va. ", Gonzaga College High
110.0,James Frusciante,Football,WR,6' 0'',185.0,Jr.,,2015,"Westport, Conn. ", Staples
111.0,Kahdeem Cohens,Football,WR,6' 2'',220.0,Jr.,,2015,"New Haven, Conn. ", Hopkins School
112.0,Kurt Holuba,Football,DL,6' 4'',270.0,So.,,2015,"Ho-Ho-Kus, N.J. ", Bergen Catholic
113.0,Logan Dziak,Football,DL,6' 3'',295.0,So.,,2015,"Powell, Ohio ", Buckeye Valley
114.0,Simeon Lane,Football,DL,6' 0'',275.0,Fr.,,2015,"Cincinnati, Ohio ", St. Xavier
115.0,John Hummel,Football,DL,6' 4'',235.0,Jr.,,2015,"Ofallon, Mo. ", Timberland
116.0,Birk Olson,Football,LB,6' 2'',245.0,Jr.,,2015,"Monticello, Minn. ", Monticello
117.0,John Gearon,Football,DL,6' 4'',255.0,Fr.,,2015,"Atlanta, Ga. ", The Lovett School
118.0,Khalil Bryant,Football,DL,6' 2'',260.0,So.,,2015,"Fleming Island, Fla. ", Fleming Island
119.0,Dan Dreher,Football,DL,6' 3'',270.0,Sr.,,2015,"Westlake, Ohio ", Holy Name
120.0,Joey DeMarco,Football,DL,6' 5'',255.0,Fr.,,2015,"Del Mar, Calif. ", Torrey Pines
121.0,Grayson Fisher,Football,DL,6' 4'',270.0,Sr.,,2015,"Upper Arlington, Ohio ", Upper Arlington
0.0,Reinaldo Maristany,Football,WR,5' 10'',165.0,Jr.,,2016,"New Rochelle, N.Y. ", Loomis-Chaffee
1.0,James Frusciante,Football,WR,6' 0'',185.0,Sr.,,2016,"Westport, Conn. ", Staples
2.0,Dorian Williams,Football,DB,6' 0'',210.0,Sr.,,2016,"Streetsboro, Ohio ", Streetsboro
3.0,Jesper Horsted,Football,WR,6' 4'',220.0,So.,,2016,"Shoreview, Minn. ", Roseville Area
4.0,Tyler Roth,Football,P,6' 1'',200.0,Sr.,,2016,"Pittsburgh, Pa. ", Mount Lebanon
5.0,Joe Salter,Football,QB,6' 0'',200.0,Jr.,,2016,"West Caldwell, N.J. ", West Caldwell
6.0,AJ Glass,Football,RB,6' 0'',200.0,Sr.,,2016,"Lake Oswego, Ore. ", Jesuit
,,Football,,,,,,2016,,
7.0,Tiger Bech,Football,WR/PR,5' 9'',170.0,Fr.,,2016,"Lafayette, La. ", St. Thomas More
8.0,Tavish Rice,Football,PK,6' 2'',185.0,Fr.,,2016,"Miami, Fla. ", Belen Jesuit Prep
9.0,Nick Peabody,Football,QB,6' 4'',230.0,Jr.,,2016,"West Yarmouth, Mass. ", Barnstable
10.0,Jeremiah Tyler,Football,DL,6' 0'',205.0,Fr.,,2016,"Detroit, Mich. ", Detroit Country Day
11.0,Kevin Davidson,Football,QB,6' 4'',220.0,Fr.,,2016,"Danville, Calif. ", San Ramon Valley
12.0,Samuel Huffman,Football,DB,6' 2'',190.0,Sr.,,2016,"Lima, Ohio ", Lima Central Catholic
13.0,Chad Kanoff,Football,QB,6' 4'',225.0,Sr.,,2016,"Pacific Palisades, Calif. ", Harvard Westlake
14.0,Markus Phox,Football,DB,6' 0'',200.0,Sr.,,2016,"Wichita, Kan. ", Wichita Collegiate
15.0,John Lovett,Football,QB,6' 3'',220.0,Jr.,,2016,"Wantagh, N.Y. ", DeMatha Catholic
16.0,Connor Grogan,Football,DB,5' 8'',180.0,Sr.,,2016,"Manasquan, N.J. ", Manasquan
17.0,Will Johnson,Football,WR,5' 9'',170.0,Fr.,,2016,"Lexington, Mass. ", Boston College High
18.0,Isaiah Barnes,Football,WR,6' 3'',210.0,Sr.,,2016,"Freeport, N.Y. ", Freeport
19.0,Steven Mejia,Football,P/K,5' 11'',180.0,So.,,2016,"Doral, Fla. ", Ronald Reagan Doral
20.0,Zach Kelly,Football,QB,6' 0'',190.0,Fr.,,2016,"Clinton, La. ", Silliman Institute
21.0,Brett Stewart,Football,DB,5' 10'',210.0,So.,,2016,"Garden City, N.Y. ", Garden City
22.0,Evan Perkins,Football,DB,5' 11'',190.0,Sr.,,2016,"Menlo Park, Calif. ", Menlo-Atherton
23.0,James Gales,Football,DB,5' 10'',200.0,Sr.,,2016,"New York, N.Y. ", Brooklyn Technical
24.0,Andrew Griffin,Football,WR,6' 0'',200.0,Fr.,,2016,"Avon, Ind. ", Avon
25.0,Adam Hoffman,Football,DB,6' 0'',195.0,Jr.,,2016,"Apple Valley, Minn. ", Academy of Holy Angels
26.0,Zach Keller,Football,QB,6' 6'',220.0,Fr.,,2016,"Basking Ridge, N.J. ", Seton Hall Prep
27.0,TJ Floyd,Football,DB,5' 10'',180.0,Fr.,,2016,"Jacksonville, Fla. ", Bolles
28.0,Tyler Campbell,Football,DB,5' 10'',200.0,Fr.,,2016,"Plano, Texas ", Plano West
29.0,Charlie Volker,Football,RB,5' 10'',205.0,So.,,2016,"Fair Haven, N.J. ", Rumson-Fair Haven
30.0,Quincy Wolff,Football,LB,5' 10'',210.0,Jr.,,2016,"Atlanta, Ga. ", Woodward Academy
31.0,Chance Melancon,Football,DB,5' 8'',200.0,Jr.,,2016,"Allen, Texas ", Allen
,,Football,,,,,,2016,,
32.0,Phillip Frost,Football,DB,6' 0'',170.0,Fr.,,2016,"Fort Worth, Texas ", Keller Central
33.0,Ben Ellis,Football,DB,6' 0'',200.0,So.,,2016,"Memphis, Tenn. ", Briarcrest Christian School
34.0,Ryan Quigley,Football,RB,5' 11'',180.0,Fr.,,2016,"Lansdale, Pa. ", Lansdale Catholic
35.0,Eli Stern,Football,DB,6' 0'',200.0,So.,,2016,"Los Angeles, Calif. ", Brentwood School
36.0,Dominique Summerville,Football,RB,5' 7'',165.0,So.,,2016,"Charlotte, N.C. ", Myers Park
37.0,Jacob Lewis,Football,RB,6' 1'',210.0,Jr.,,2016,"Edmond, Okla. ", Bishop McGuinness
38.0,Hayden Murphy,Football,RB,6' 2'',220.0,Jr.,,2016,"Centerville, Mass. ", Barnstable
39.0,John Clarke,Football,WR,6' 1'',200.0,Jr.,,2016,"Houston, Texas ", Houston Christian
40.0,TC Schneider,Football,DB,5' 9'',180.0,So.,,2016,"The Woodlands, Texas ", The Woodlands
41.0,Hashim Moore,Football,TE,6' 3'',255.0,Sr.,,2016,"Fort Lauderdale, Fla. ", Hun School (N.J.)
42.0,Ben Novello,Football,DB,5' 10'',165.0,So.,,2016,"Tampa, Fla. ", Berkeley Prep
43.0,Edward Rudinski,Football,LB,6' 2'',225.0,So.,,2016,"Santa Monica, Calif. ", Oaks Christian
44.0,Christian Sullivan,Football,DB,6' 0'',185.0,Fr.,,2016,"Marietta, Ga. ", George Walton
45.0,Carter Mulroe,Football,LB,6' 0'',220.0,Fr.,,2016,"Tampa, Fla. ", Sickles
